Date : 2025-07-29 02:17:11
Directory : d:\repo\Phoenix11
Total : 852 files,  105764 codes, 6666 comments, 14251 blanks, all 126681 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| d:\repo\Phoenix11\phoenix\__init__.py                                                                             | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\phoenix\asgi.py                                                                                 | Python           |          4 |          8 |          5 |         17 |
| d:\repo\Phoenix11\phoenix\local_apps.py                                                                           | Python           |         18 |          6 |          2 |         26 |
| d:\repo\Phoenix11\phoenix\local_settings.py                                                                       | Python           |         66 |          1 |         25 |         92 |
| d:\repo\Phoenix11\phoenix\local_urls.py                                                                           | Python           |         30 |          0 |          7 |         37 |
| d:\repo\Phoenix11\phoenix\settings.py                                                                             | Python           |         71 |         10 |         39 |        120 |
| d:\repo\Phoenix11\phoenix\urls.py                                                                                 | Python           |          2 |          0 |          2 |          4 |
| d:\repo\Phoenix11\phoenix\wsgi.py                                                                                 | Python           |          4 |          8 |          5 |         17 |
| d:\repo\Phoenix11\processmanagement\__init__.py                                                                   | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\processmanagement\admin.py                                                                      | Python           |          1 |          1 |          2 |          4 |
| d:\repo\Phoenix11\processmanagement\apis.py                                                                       | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\processmanagement\apps.py                                                                       | Python           |          5 |          0 |          3 |          8 |
| d:\repo\Phoenix11\processmanagement\enums.py                                                                      | Python           |         10 |          0 |          1 |         11 |
| d:\repo\Phoenix11\processmanagement\migrations\__init__.py                                                        | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\processmanagement\models.py                                                                     | Python           |          1 |          1 |          2 |          4 |
| d:\repo\Phoenix11\processmanagement\permission.py                                                                 | Python           |          8 |          0 |          0 |          8 |
| d:\repo\Phoenix11\processmanagement\templates\processmanagement\accounts.html                                     | HTML             |         36 |          0 |          5 |         41 |
| d:\repo\Phoenix11\processmanagement\templates\processmanagement\index.html                                        | HTML             |         19 |          0 |          1 |         20 |
| d:\repo\Phoenix11\processmanagement\templates\processmanagement\layout.html                                       | HTML             |          1 |          0 |          0 |          1 |
| d:\repo\Phoenix11\processmanagement\tests.py                                                                      | Python           |          1 |          1 |          2 |          4 |
| d:\repo\Phoenix11\processmanagement\urls.py                                                                       | Python           |          9 |          0 |          2 |         11 |
| d:\repo\Phoenix11\processmanagement\views.py                                                                      | Python           |         22 |          0 |         11 |         33 |
| d:\repo\Phoenix11\projectmanager\__init__.py                                                                      | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\projectmanager\admin.py                                                                         | Python           |          7 |          1 |          2 |         10 |
| d:\repo\Phoenix11\projectmanager\apis.py                                                                          | Python           |        110 |          0 |         15 |        125 |
| d:\repo\Phoenix11\projectmanager\apps.py                                                                          | Python           |          5 |          0 |          3 |          8 |
| d:\repo\Phoenix11\projectmanager\enums.py                                                                         | Python           |         19 |          0 |         17 |         36 |
| d:\repo\Phoenix11\projectmanager\forms.py                                                                         | Python           |         63 |          0 |          8 |         71 |
| d:\repo\Phoenix11\projectmanager\migrations\0001_initial.py                                                       | Python           |        108 |          1 |          7 |        116 |
| d:\repo\Phoenix11\projectmanager\migrations\0002_ticket.py                                                        | Python           |         32 |          1 |          6 |         39 |
| d:\repo\Phoenix11\projectmanager\migrations\0003_alter_ticket_file.py                                             | Python           |         13 |          1 |          6 |         20 |
| d:\repo\Phoenix11\projectmanager\migrations\0004_alter_ticket_file.py                                             | Python           |         13 |          1 |          6 |         20 |
| d:\repo\Phoenix11\projectmanager\migrations\0005_project_amount.py                                                | Python           |         12 |          1 |          6 |         19 |
| d:\repo\Phoenix11\projectmanager\migrations\0006_alter_project_amount_alter_project_weight.py                     | Python           |         17 |          1 |          6 |         24 |
| d:\repo\Phoenix11\projectmanager\migrations\__init__.py                                                           | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\projectmanager\models.py                                                                        | Python           |        151 |          1 |         51 |        203 |
| d:\repo\Phoenix11\projectmanager\repo.py                                                                          | Python           |        208 |          0 |         36 |        244 |
| d:\repo\Phoenix11\projectmanager\serializers.py                                                                   | Python           |         17 |          0 |          6 |         23 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\add-invoice-app\script.html                    | HTML             |         94 |          0 |         13 |        107 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\add-invoice-app\template.html                  | HTML             |        119 |          0 |         23 |        142 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\add-project-app\script.html                    | HTML             |         58 |          0 |          9 |         67 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\add-project-app\template.html                  | HTML             |        142 |          0 |         17 |        159 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\navbar.html                                    | HTML             |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\project-app\card.html                          | HTML             |         24 |          0 |          5 |         29 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\project-app\script.html                        | HTML             |          8 |          0 |          6 |         14 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\project-edit-app\script.html                   | HTML             |        119 |          0 |         19 |        138 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\project-edit-app\template.html                 | HTML             |        191 |          6 |         13 |        210 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\projects-app\script.html                       | HTML             |         14 |          0 |          1 |         15 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\projects-app\template.html                     | HTML             |         74 |          0 |          8 |         82 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\remote-clients-app\add-remote-client-form.html | HTML             |        270 |          0 |         80 |        350 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\remote-clients-app\script.html                 | HTML             |        135 |          0 |         10 |        145 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\remote-clients-app\template.html               | HTML             |         85 |          4 |          3 |         92 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\sub-projects-app\script.html                   | HTML             |         36 |          2 |          2 |         40 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\sub-projects-app\template.html                 | HTML             |        113 |          1 |         49 |        163 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\index.html                                              | HTML             |         24 |          0 |          3 |         27 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\layout.html                                             | HTML             |          1 |          0 |          0 |          1 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\project.html                                            | HTML             |         61 |          0 |         14 |         75 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\projects.html                                           | HTML             |         20 |          0 |          7 |         27 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\remote-client.html                                      | HTML             |        514 |          0 |        177 |        691 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\remote-clients.html                                     | HTML             |         11 |          0 |         12 |         23 |
| d:\repo\Phoenix11\projectmanager\templates\projectmanager\tree-chart.html                                         | HTML             |         87 |          0 |         33 |        120 |
| d:\repo\Phoenix11\projectmanager\tests.py                                                                         | Python           |          1 |          1 |          2 |          4 |
| d:\repo\Phoenix11\projectmanager\urls.py                                                                          | Python           |         19 |          0 |          6 |         25 |
| d:\repo\Phoenix11\projectmanager\views.py                                                                         | Python           |        148 |          6 |         44 |        198 |
| d:\repo\Phoenix11\requirements.txt                                                                                | pip requirements |         10 |          0 |          0 |         10 |
| d:\repo\Phoenix11\school\__init__.py                                                                              | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\school\admin.py                                                                                 | Python           |          5 |          0 |          1 |          6 |
| d:\repo\Phoenix11\school\apis.py                                                                                  | Python           |         69 |          0 |          8 |         77 |
| d:\repo\Phoenix11\school\apps.py                                                                                  | Python           |          5 |          0 |          3 |          8 |
| d:\repo\Phoenix11\school\enums.py                                                                                 | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\school\forms.py                                                                                 | Python           |         12 |          0 |          4 |         16 |
| d:\repo\Phoenix11\school\migrations\0001_initial.py                                                               | Python           |         49 |          1 |          7 |         57 |
| d:\repo\Phoenix11\school\migrations\0002_remove_course_name.py                                                    | Python           |         11 |          1 |          6 |         18 |
| d:\repo\Phoenix11\school\migrations\__init__.py                                                                   | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\school\models.py                                                                                | Python           |         45 |          0 |         15 |         60 |
| d:\repo\Phoenix11\school\repo.py                                                                                  | Python           |        162 |          0 |         27 |        189 |
| d:\repo\Phoenix11\school\serializers.py                                                                           | Python           |         16 |          0 |          5 |         21 |
| d:\repo\Phoenix11\school\templates\school\course.html                                                             | HTML             |         35 |          0 |          2 |         37 |
| d:\repo\Phoenix11\school\templates\school\courses.html                                                            | HTML             |         20 |          0 |          7 |         27 |
| d:\repo\Phoenix11\school\templates\school\includes\add-course-app\script.html                                     | HTML             |         32 |          0 |          5 |         37 |
| d:\repo\Phoenix11\school\templates\school\includes\add-course-app\template.html                                   | HTML             |         42 |          0 |          1 |         43 |
| d:\repo\Phoenix11\school\templates\school\includes\add-school-app\script.html                                     | HTML             |         60 |          0 |          6 |         66 |
| d:\repo\Phoenix11\school\templates\school\includes\add-school-app\template.html                                   | HTML             |         95 |          0 |          8 |        103 |
| d:\repo\Phoenix11\school\templates\school\includes\courses-app\script.html                                        | HTML             |         14 |          0 |          1 |         15 |
| d:\repo\Phoenix11\school\templates\school\includes\courses-app\template.html                                      | HTML             |         71 |          0 |          3 |         74 |
| d:\repo\Phoenix11\school\templates\school\includes\navbar.html                                                    | HTML             |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\school\templates\school\includes\schools-app\script.html                                        | HTML             |         14 |          0 |          1 |         15 |
| d:\repo\Phoenix11\school\templates\school\includes\schools-app\template.html                                      | HTML             |         81 |          0 |         19 |        100 |
| d:\repo\Phoenix11\school\templates\school\index.html                                                              | HTML             |         35 |          0 |          6 |         41 |
| d:\repo\Phoenix11\school\templates\school\layout.html                                                             | HTML             |          1 |          0 |          0 |          1 |
| d:\repo\Phoenix11\school\templates\school\school.html                                                             | HTML             |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\school\templates\school\schools.html                                                            | HTML             |         20 |          0 |          7 |         27 |
| d:\repo\Phoenix11\school\tests.py                                                                                 | Python           |          1 |          1 |          3 |          5 |
| d:\repo\Phoenix11\school\urls.py                                                                                  | Python           |         17 |          0 |          6 |         23 |
| d:\repo\Phoenix11\school\views.py                                                                                 | Python           |         87 |          7 |         28 |        122 |
| d:\repo\Phoenix11\static\charts\Chart.min.js                                                                      | JavaScript       |          5 |          9 |          0 |         14 |
| d:\repo\Phoenix11\static\charts\chartjs\aa - Copy.js                                                              | JavaScript       |          1 |          0 |          1 |          2 |
| d:\repo\Phoenix11\static\charts\chartjs\aa.js                                                                     | JavaScript       |          1 |          0 |          1 |          2 |
| d:\repo\Phoenix11\static\charts\chartjs\chart.js                                                                  | JavaScript       |          2 |         11 |          2 |         15 |
| d:\repo\Phoenix11\static\charts\chartjs\helpers.esm.js                                                            | JavaScript       |          1 |          6 |          1 |          8 |
| d:\repo\Phoenix11\static\charts\loader.js                                                                         | JavaScript       |        139 |          4 |          1 |        144 |
| d:\repo\Phoenix11\static\img\icons\home.svg                                                                       | XML              |          6 |          1 |          0 |          7 |
| d:\repo\Phoenix11\static\img\icons\up.svg                                                                         | XML              |          6 |          1 |          0 |          7 |
| d:\repo\Phoenix11\static\img\icons\up2.svg                                                                        | XML              |          6 |          1 |          0 |          7 |
| d:\repo\Phoenix11\static\leo\css\font-farsi-Casablanca.css                                                        | PostCSS          |          9 |          0 |          1 |         10 |
| d:\repo\Phoenix11\static\leo\css\font-farsi-Fanoos.css                                                            | PostCSS          |         21 |          0 |          7 |         28 |
| d:\repo\Phoenix11\static\leo\css\font-farsi-Farnaz.css                                                            | PostCSS          |          9 |          0 |          0 |          9 |
| d:\repo\Phoenix11\static\leo\css\font-farsi-Shabnam.css                                                           | PostCSS          |         21 |          0 |          1 |         22 |
| d:\repo\Phoenix11\static\leo\css\font-farsi-Tanha.css                                                             | PostCSS          |         27 |          0 |          8 |         35 |
| d:\repo\Phoenix11\static\leo\css\font-farsi-Vazir.css                                                             | PostCSS          |         27 |          0 |          8 |         35 |
| d:\repo\Phoenix11\static\leo\css\font-farsi.css                                                                   | PostCSS          |         33 |          0 |          4 |         37 |
| d:\repo\Phoenix11\static\leo\css\style.css                                                                        | PostCSS          |         16 |          0 |          2 |         18 |
| d:\repo\Phoenix11\static\leo\font-farsi\Tanha\CHANGELOG.md                                                        | Markdown         |         70 |          0 |         30 |        100 |
| d:\repo\Phoenix11\static\leo\font-farsi\Tanha\README.md                                                           | Markdown         |         26 |          0 |          6 |         32 |
| d:\repo\Phoenix11\static\leo\font-farsi\Vazir\CHANGELOG.md                                                        | Markdown         |        648 |          0 |        326 |        974 |
| d:\repo\Phoenix11\static\leo\font-farsi\Vazir\README.md                                                           | Markdown         |         84 |          0 |         28 |        112 |
| d:\repo\Phoenix11\static\leo\fonts\fontawesome-webfont.svg                                                        | XML              |      2,671 |          0 |          1 |      2,672 |
| d:\repo\Phoenix11\static\leo\fonts\glyphicons-halflings-regular.svg                                               | XML              |        288 |          0 |          1 |        289 |
| d:\repo\Phoenix11\static\material\css\material-kit.min.css                                                        | PostCSS          |         10 |          0 |          0 |         10 |
| d:\repo\Phoenix11\static\material\demo\demo.css                                                                   | PostCSS          |        267 |          5 |         31 |        303 |
| d:\repo\Phoenix11\static\material\demo\demo.js                                                                    | JavaScript       |         68 |          2 |         16 |         86 |
| d:\repo\Phoenix11\static\material\demo\modernizr.js                                                               | JavaScript       |        609 |        510 |        288 |      1,407 |
| d:\repo\Phoenix11\static\material\demo\vertical-nav.css                                                           | PostCSS          |        240 |         16 |         10 |        266 |
| d:\repo\Phoenix11\static\material\demo\vertical-nav.js                                                            | JavaScript       |         44 |          5 |          9 |         58 |
| d:\repo\Phoenix11\static\material\js\core\bootstrap-material-design.min.js                                        | JavaScript       |          1 |          0 |          1 |          2 |
| d:\repo\Phoenix11\static\material\js\core\jquery.min.js                                                           | JavaScript       |      3,163 |          0 |         77 |      3,240 |
| d:\repo\Phoenix11\static\material\js\core\popper.min.js                                                           | JavaScript       |        785 |          4 |         45 |        834 |
| d:\repo\Phoenix11\static\material\js\material-kit.min.js                                                          | JavaScript       |          1 |          1 |          0 |          2 |
| d:\repo\Phoenix11\static\material\js\plugins\bootstrap-datetimepicker.js                                          | JavaScript       |        965 |         44 |          2 |      1,011 |
| d:\repo\Phoenix11\static\material\js\plugins\bootstrap-selectpicker.js                                            | JavaScript       |      2,416 |        181 |        548 |      3,145 |
| d:\repo\Phoenix11\static\material\js\plugins\bootstrap-tagsinput.js                                               | JavaScript       |        501 |        118 |        100 |        719 |
| d:\repo\Phoenix11\static\material\js\plugins\jasny-bootstrap.min.js                                               | JavaScript       |        235 |         33 |         70 |        338 |
| d:\repo\Phoenix11\static\material\js\plugins\jquery.flexisel.js                                                   | JavaScript       |        291 |         45 |         78 |        414 |
| d:\repo\Phoenix11\static\material\js\plugins\jquery.sharrre.js                                                    | JavaScript       |        496 |         63 |         27 |        586 |
| d:\repo\Phoenix11\static\material\js\plugins\moment.min.js                                                        | JavaScript       |          1 |          5 |          1 |          7 |
| d:\repo\Phoenix11\static\material\js\plugins\nouislider.min.js                                                    | JavaScript       |          1 |          1 |          1 |          3 |
| d:\repo\Phoenix11\static\persian\moment-jalaali.js                                                                | JavaScript       |        943 |        158 |        120 |      1,221 |
| d:\repo\Phoenix11\static\persian\moment.js                                                                        | JavaScript       |          1 |          7 |          0 |          8 |
| d:\repo\Phoenix11\static\persian\vue-persian-datetime-picker-browser.js                                           | JavaScript       |          2 |          1 |          0 |          3 |
| d:\repo\Phoenix11\static\persian\vue.js                                                                           | JavaScript       |          1 |          5 |          0 |          6 |
| d:\repo\Phoenix11\static\vendor\css\bootstrap.min.css                                                             | PostCSS          |          1 |          6 |          0 |          7 |
| d:\repo\Phoenix11\static\vendor\css\bootstrap5.min.css                                                            | PostCSS          |          5 |          1 |          0 |          6 |
| d:\repo\Phoenix11\static\vendor\css\font-awesome.all.min.css                                                      | PostCSS          |          1 |          4 |          0 |          5 |
| d:\repo\Phoenix11\static\vendor\css\font-awesome.min.css                                                          | PostCSS          |          1 |          3 |          1 |          5 |
| d:\repo\Phoenix11\static\vendor\css\material-icons.css                                                            | PostCSS          |        315 |         43 |          1 |        359 |
| d:\repo\Phoenix11\static\vendor\js\analytics.js                                                                   | JavaScript       |         78 |          8 |          1 |         87 |
| d:\repo\Phoenix11\static\vendor\js\bootstrap.bundle.min.js                                                        | JavaScript       |          1 |          6 |          0 |          7 |
| d:\repo\Phoenix11\static\vendor\js\bootstrap.min.js                                                               | JavaScript       |          1 |          6 |          0 |          7 |
| d:\repo\Phoenix11\static\vendor\js\buttons.js                                                                     | JavaScript       |          1 |          5 |          1 |          7 |
| d:\repo\Phoenix11\static\vendor\js\ckeditor\ckeditor.js                                                           | JavaScript       |          2 |          5 |          0 |          7 |
| d:\repo\Phoenix11\static\vendor\js\common.js                                                                      | JavaScript       |        156 |          0 |          2 |        158 |
| d:\repo\Phoenix11\static\vendor\js\core.js                                                                        | JavaScript       |      5,931 |        738 |        944 |      7,613 |
| d:\repo\Phoenix11\static\vendor\js\demo.js                                                                        | JavaScript       |        749 |         21 |        138 |        908 |
| d:\repo\Phoenix11\static\vendor\js\fbevents.js                                                                    | JavaScript       |         12 |         19 |          0 |         31 |
| d:\repo\Phoenix11\static\vendor\js\fullcalendar.min.js                                                            | JavaScript       |          7 |          5 |          1 |         13 |
| d:\repo\Phoenix11\static\vendor\js\gtm.js                                                                         | JavaScript       |      1,260 |          7 |         29 |      1,296 |
| d:\repo\Phoenix11\static\vendor\js\highlight.js                                                                   | JavaScript       |          1 |          0 |          0 |          1 |
| d:\repo\Phoenix11\static\vendor\js\hotjar-99526.js                                                                | JavaScript       |          2 |          1 |          1 |          4 |
| d:\repo\Phoenix11\static\vendor\js\jquery-jvectormap.js                                                           | JavaScript       |      3,184 |        586 |        414 |      4,184 |
| d:\repo\Phoenix11\static\vendor\js\jquery.bootstrap-wizard.js                                                     | JavaScript       |        256 |         38 |         52 |        346 |
| d:\repo\Phoenix11\static\vendor\js\jquery.dataTables.min.js                                                       | JavaScript       |        493 |         87 |         44 |        624 |
| d:\repo\Phoenix11\static\vendor\js\jquery.min.js                                                                  | JavaScript       |          1 |          1 |          1 |          3 |
| d:\repo\Phoenix11\static\vendor\js\jquery.sharrre.js                                                              | JavaScript       |        496 |         63 |         27 |        586 |
| d:\repo\Phoenix11\static\vendor\js\jquery.slim.min.js                                                             | JavaScript       |          1 |          1 |          1 |          3 |
| d:\repo\Phoenix11\static\vendor\js\jquery.validate.min.js                                                         | JavaScript       |          1 |          3 |          0 |          4 |
| d:\repo\Phoenix11\static\vendor\js\modules.8892a865463d29e21514.js                                                | JavaScript       |          1 |          0 |          1 |          2 |
| d:\repo\Phoenix11\static\vendor\js\moment.min.js                                                                  | JavaScript       |        208 |        284 |          1 |        493 |
| d:\repo\Phoenix11\static\vendor\js\nouislider.min.js                                                              | JavaScript       |          1 |          1 |          2 |          4 |
| d:\repo\Phoenix11\static\vendor\js\owl\owl.carousel.min.css                                                       | PostCSS          |          1 |          5 |          0 |          6 |
| d:\repo\Phoenix11\static\vendor\js\owl\owl.carousel.min.js                                                        | JavaScript       |          2 |          5 |          0 |          7 |
| d:\repo\Phoenix11\static\vendor\js\perfect-scrollbar.jquery.min.js                                                | JavaScript       |      1,102 |         38 |        186 |      1,326 |
| d:\repo\Phoenix11\static\vendor\js\popper.min.js                                                                  | JavaScript       |        785 |          4 |         45 |        834 |
| d:\repo\Phoenix11\static\vendor\js\sweetalert2.js                                                                 | JavaScript       |      1,971 |        204 |        488 |      2,663 |
| d:\repo\Phoenix11\static\vendor\js\util.js                                                                        | JavaScript       |        298 |         14 |          3 |        315 |
| d:\repo\Phoenix11\static\vendor\js\vue.global.js                                                                  | JavaScript       |     17,582 |        334 |        124 |     18,040 |
| d:\repo\Phoenix11\static\vendor\js\vue.js                                                                         | JavaScript       |      9,459 |      1,423 |      1,084 |     11,966 |
| d:\repo\Phoenix11\static\vendor\js\vue.min.js                                                                     | JavaScript       |          1 |         10 |          0 |         11 |
| d:\repo\Phoenix11\templates\admin\base.html                                                                       | HTML             |        170 |          6 |         18 |        194 |
| d:\repo\Phoenix11\templates\admin\base_site.html                                                                  | HTML             |          6 |          0 |          4 |         10 |
| d:\repo\Phoenix11\templates\admin\index.html                                                                      | HTML             |         43 |          0 |          9 |         52 |
| d:\repo\Phoenix11\templates\phoenix\includes\common-script.html                                                   | HTML             |         61 |          1 |         15 |         77 |
| d:\repo\Phoenix11\templates\phoenix\includes\footer.html                                                          | HTML             |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\templates\phoenix\includes\head-farsi-font.html                                                 | HTML             |          6 |          0 |          1 |          7 |
| d:\repo\Phoenix11\templates\phoenix\includes\head-google.html                                                     | HTML             |         21 |          0 |          2 |         23 |
| d:\repo\Phoenix11\templates\phoenix\includes\head.html                                                            | HTML             |         23 |          0 |         11 |         34 |
| d:\repo\Phoenix11\templates\phoenix\includes\navbar.html                                                          | HTML             |         55 |          2 |         18 |         75 |
| d:\repo\Phoenix11\templates\phoenix\includes\pusher-script.html                                                   | HTML             |         35 |          2 |         18 |         55 |
| d:\repo\Phoenix11\templates\phoenix\includes\utility-script.html                                                  | HTML             |          1 |          0 |          0 |          1 |
| d:\repo\Phoenix11\templates\phoenix\layout.html                                                                   | HTML             |         31 |          0 |         14 |         45 |
| d:\repo\Phoenix11\templates\phoenix\print-layout.html                                                             | HTML             |         21 |          0 |         15 |         36 |
| d:\repo\Phoenix11\templates\phoenix\wide-layout.html                                                              | HTML             |         31 |          0 |         14 |         45 |
| d:\repo\Phoenix11\transport\__init__.py                                                                           | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\transport\admin.py                                                                              | Python           |          5 |          0 |          0 |          5 |
| d:\repo\Phoenix11\transport\apis.py                                                                               | Python           |         49 |          0 |         11 |         60 |
| d:\repo\Phoenix11\transport\apps.py                                                                               | Python           |          5 |          0 |          3 |          8 |
| d:\repo\Phoenix11\transport\enums.py                                                                              | Python           |         71 |          0 |         14 |         85 |
| d:\repo\Phoenix11\transport\forms.py                                                                              | Python           |          9 |          0 |          5 |         14 |
| d:\repo\Phoenix11\transport\migrations\0001_initial.py                                                            | Python           |         57 |          1 |          7 |         65 |
| d:\repo\Phoenix11\transport\migrations\__init__.py                                                                | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\transport\models.py                                                                             | Python           |         94 |          0 |         19 |        113 |
| d:\repo\Phoenix11\transport\repo.py                                                                               | Python           |        109 |          0 |         22 |        131 |
| d:\repo\Phoenix11\transport\serializers.py                                                                        | Python           |         10 |          0 |          5 |         15 |
| d:\repo\Phoenix11\transport\templates\transport\includes\add-vehicle-app\script.html                              | HTML             |         44 |          0 |          5 |         49 |
| d:\repo\Phoenix11\transport\templates\transport\includes\add-vehicle-app\template.html                            | HTML             |         81 |          0 |          8 |         89 |
| d:\repo\Phoenix11\transport\templates\transport\includes\navbar.html                                              | HTML             |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\transport\templates\transport\includes\vehicles-app\script.html                                 | HTML             |         14 |          0 |          1 |         15 |
| d:\repo\Phoenix11\transport\templates\transport\includes\vehicles-app\template.html                               | HTML             |         69 |          0 |          6 |         75 |
| d:\repo\Phoenix11\transport\templates\transport\index.html                                                        | HTML             |         21 |          0 |          9 |         30 |
| d:\repo\Phoenix11\transport\templates\transport\layout.html                                                       | HTML             |          1 |          0 |          0 |          1 |
| d:\repo\Phoenix11\transport\templates\transport\maintenance-invoice.html                                          | HTML             |         55 |          0 |         22 |         77 |
| d:\repo\Phoenix11\transport\templates\transport\maintenance-invoices.html                                         | HTML             |         21 |          0 |         11 |         32 |
| d:\repo\Phoenix11\transport\templates\transport\vehicle.html                                                      | HTML             |         36 |          0 |         24 |         60 |
| d:\repo\Phoenix11\transport\templates\transport\vehicles.html                                                     | HTML             |         20 |          0 |          7 |         27 |
| d:\repo\Phoenix11\transport\tests.py                                                                              | Python           |          1 |          1 |          5 |          7 |
| d:\repo\Phoenix11\transport\urls.py                                                                               | Python           |         15 |          0 |          7 |         22 |
| d:\repo\Phoenix11\transport\views.py                                                                              | Python           |         73 |          1 |         26 |        100 |
| d:\repo\Phoenix11\utility\__init__.py                                                                             | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\utility\admin.py                                                                                | Python           |          4 |          0 |          0 |          4 |
| d:\repo\Phoenix11\utility\apis.py                                                                                 | Python           |         50 |          0 |          7 |         57 |
| d:\repo\Phoenix11\utility\apps.py                                                                                 | Python           |          5 |          0 |          3 |          8 |
| d:\repo\Phoenix11\utility\calendar.py                                                                             | Python           |        148 |         12 |         37 |        197 |
| d:\repo\Phoenix11\utility\compress.py                                                                             | Python           |         20 |          0 |          1 |         21 |
| d:\repo\Phoenix11\utility\constants.py                                                                            | Python           |          4 |          0 |          0 |          4 |
| d:\repo\Phoenix11\utility\currency.py                                                                             | Python           |         23 |         20 |          2 |         45 |
| d:\repo\Phoenix11\utility\encryption.py                                                                           | Python           |         45 |          6 |         14 |         65 |
| d:\repo\Phoenix11\utility\enums.py                                                                                | Python           |        249 |          0 |         25 |        274 |
| d:\repo\Phoenix11\utility\excel.py                                                                                | Python           |        135 |         43 |         30 |        208 |
| d:\repo\Phoenix11\utility\forms.py                                                                                | Python           |         15 |          0 |          5 |         20 |
| d:\repo\Phoenix11\utility\log.py                                                                                  | Python           |         14 |          0 |          0 |         14 |
| d:\repo\Phoenix11\utility\migrations\0001_initial.py                                                              | Python           |         35 |          1 |          7 |         43 |
| d:\repo\Phoenix11\utility\migrations\__init__.py                                                                  | Python           |          0 |          0 |          1 |          1 |
| d:\repo\Phoenix11\utility\models.py                                                                               | Python           |        116 |         94 |         26 |        236 |
| d:\repo\Phoenix11\utility\num.py                                                                                  | Python           |        119 |          0 |         16 |        135 |
| d:\repo\Phoenix11\utility\qrcode.py                                                                               | Python           |         25 |          3 |          4 |         32 |
| d:\repo\Phoenix11\utility\repo.py                                                                                 | Python           |        133 |          4 |         32 |        169 |
| d:\repo\Phoenix11\utility\serializers.py                                                                          | Python           |          6 |          1 |          6 |         13 |
| d:\repo\Phoenix11\utility\share.py                                                                                | Python           |          4 |          0 |          0 |          4 |
| d:\repo\Phoenix11\utility\static\utility\js\message.js                                                            | JavaScript       |         16 |          2 |          0 |         18 |
| d:\repo\Phoenix11\utility\static\utility\js\num2persian.min.js                                                    | JavaScript       |          1 |         11 |          1 |         13 |
